TraitID,Trait,ObsNum,ObsGRNum,AccSpecNum
488,Leaf photosynthesis electron transport capacity (Jmax) temperature dependence (Farquhar model),30,30,3
720,Leaf photosynthesis irradiance at saturation ,25,25,25
721,Leaf photosynthesis light compensation point,36,36,36
533,Leaf photosynthesis light response curvatur,60,60,8
271,Leaf photosynthesis light use efficiency (LUE),228,112,112
784,Leaf photosynthesis net assimilation rate per leaf area (NAR),1423,28,598
666,Leaf photosynthesis oxygenation capacity (Farquhar model),16,0,10
53,Leaf photosynthesis rate per leaf area,19948,12607,3171
974,Leaf photosynthesis rate per leaf area: transition to TPU limited photosynthesis,368,368,48
40,Leaf photosynthesis rate per leaf dry mass,13506,8266,2416
135,Leaf photosynthesis rate per leaf nitrogen (N) content (photosynthetic nitrogen use efficiency; PNUE,400,81,73
2992,Leaf photosynthesis rate per leaf phosphorus (P) content (photosynthetic phosphorus use efficiency; ,312,0,1
134,Leaf photosynthesis rate per leaf transpiration (photosynthetic water use effinciency: WUE),1758,967,218
534,Leaf photosynthesis temperature dependence,18,18,4
583,Leaf porosity,4440,214,2140
2996,Leaf potassium (K) content per leaf,683,683,2
52,Leaf potassium (K) content per leaf area,240,229,218
44,Leaf potassium (K) content per leaf dry mass,9272,6370,2344
2818,Leaf presence,1536,1536,745
503,Leaf protein content per leaf dry mass,69,4,12
3084,Leaf rachis area per dry mass (specific leaf area (SLA) of leaf rachis),33,33,4
3079,Leaf rachis dry mass,80,80,6
3081,Leaf rachis dry mass per leaf rachis fresh mass (leaf rachis dry matter content),8,8,2
3080,Leaf rachis fresh mass,80,80,6
3071,Leaf rachis length,112,112,5
3076,Leaf rachis projected area,112,112,5
2943,Leaf respiration as fraction of photosynthetic carboxylation capacity (Vcmax),1746,1746,674
496,Leaf respiration coefficient: growth,2,2,1
499,Leaf respiration coefficient: maintenance,2,2,1
665,Leaf respiration rate in dark minus respiration in the light; mass based,16,0,10
663,Leaf respiration rate in light per dry mass,16,0,10
512,Leaf respiration rate in light per leaf area,149,129,20
664,Leaf respiration rate in light per leaf respiration rate in the dark,16,0,10
54,Leaf respiration rate per leaf area,11648,10106,1179
41,Leaf respiration rate per leaf dry mass,13416,8650,1144
500,Leaf respiration rate per leaf nitrogen (N) content,78,78,5
272,Leaf respiration temperature dependence,448,54,86
975,Leaf revolute or involute,3232,3232,661
543,Leaf rubidium (Rb) content per leaf dry mass,2086,6,628
504,Leaf Rubisco content per leaf area,48,48,1
551,Leaf samarium (Sm) content per leaf dry mass,1836,0,554
540,Leaf scandium (Sc) content per leaf dry mass,2090,0,629
369,Leaf sclerified tissue per leaf lamina tissue,117,0,43
368,Leaf sclerified tissue per leaf midrib,143,0,51
976,Leaf secondary compound types,1320,0,59
263,Leaf selenium (Se) content per leaf dry mass,729,398,313
154,Leaf shape,45811,12400,12215
977,Leaf sheath length,42,33,31
978,Leaf shrinkage,3460,3460,371
264,Leaf silicon (Si) content per leaf dry mass,1391,1382,469
544,Leaf silver (Ag) content per leaf dry mass,126,0,72
260,Leaf sodium (Na) content per leaf dry mass,5052,2675,1505
708,Leaf solid volume per leaf volume,10,10,6
85,Leaf soluble components content per leaf dry mass,1181,879,188
126,Leaf soluble phenolics content per leaf dry mass,48,48,48
505,Leaf starch content per leaf dry mass,464,186,64
265,Leaf strontium (Sr) content per leaf dry mass,2683,827,880
118,Leaf structural dry matter content per leaf dry mass,17,0,17
115,Leaf structural dry matter content per leaf volume,17,0,17
506,Leaf sugar content per leaf dry mass,465,138,71
3013,Leaf sugar/starch ratio,127,0,5
262,Leaf sulfur (S ) content per leaf dry mass ,3084,2847,894
2998,Leaf sulphate (SO4) content per dry mass,48,48,1
979,Leaf surface pattern type,3230,3230,661
980,Leaf surface waxiness,1616,1616,661
148,Leaf tannin content per leaf dry mass,471,471,232
563,Leaf tantalum (Ta) content per leaf dry mass,32,0,26
554,Leaf terbium (Tb) content per leaf dry mass,612,0,239
3072,Leaf terminal section length,112,112,5
3078,Leaf terminal section projected area,112,112,5
2,Leaf texture (sclerophylly; physical strength),38486,31554,7338
46,Leaf thickness,51286,46575,5433
560,Leaf thorium (Th) content per leaf dry mass,944,0,377
266,Leaf titanium (Ti) content per leaf dry mass,1180,1180,366
1267,Leaf transpiration rate at nighttime,525,525,4
111,Leaf transpiration rate per leaf area,2436,871,181
981,Leaf transpiration rate per leaf dry mass,13837,13837,61
43,Leaf type,59774,44175,10992
561,Leaf uranium (U) content per leaf dry mass,50,0,36
267,Leaf vanadium (V) content per leaf dry mass,763,590,360
793,Leaf vascular bundle cell size (area): phloem ,89,0,37
794,Leaf vascular bundle cell size (area): sclerenchym ,25,0,11
792,Leaf vascular bundle cell size (area): xylem ,74,0,33
795,Leaf vascular bundle volume fraction: phloem,160,0,55
796,Leaf vascular bundle volume fraction: sclerenchym,160,0,55
789,Leaf vascular bundle volume fraction: xylem,160,0,55
740,Leaf vein density,4577,4117,253
741,Leaf veins free ending density,9,9,9
738,Leaf veins number of vein orders,10,10,10
739,Leaf veins number of veins on first order,7,7,4
2951,Leaf venation index (VEI),579,577,31
2813,Leaf venation type,3429,442,2877
367,Leaf vessel diameter,160,0,55
120,Leaf volume,673,625,64
782,Leaf volume of chloroplasts,94,6,94
173,Leaf volume per leaf area,225,225,21
711,Leaf water capacitance,68,42,47
191,Leaf water content apoplastic,3,3,1
710,Leaf water content at turgor loss point,25,25,19
3122,Leaf water content per leaf dry mass (at saturation),13314,13314,55
3120,Leaf water content per leaf dry mass (not saturated),13837,13837,61
3121,Leaf water content per leaf dry mass missing to leaf water saturation,13314,13314,55
982,Leaf water content per leaf water content at saturation,13664,13664,88
983,Leaf water potential,525,525,113
984,Leaf water saturation deficit,13314,13314,55
572,Leaf water storage capacity (WSC),216,216,26
713,Leaf water storage time constant,10,10,6
714,Leaf water storage transfer resistance,10,10,6
1258,Leaf water transport system type,13837,13837,61
707,Leaf water volume per leaf volume,10,10,6
145,Leaf width,27542,9302,8434
3038,Leaf width per leaf length,259,0,59
417,Leaf xanthophyll plus carotene content per leaf area,162,162,117
556,Leaf ytterbium (Yb) content per leaf dry mass,676,0,263
268,Leaf zinc (Zn) content per leaf dry mass,4983,2553,1416
985,Leaflet length,1122,0,395
986,Leaflet width,752,0,294
987,Litter aluminium (Al ) content per litter dry mass,2,2,2
988,Litter antimony (Sb) content per litter dry mass,2,2,2
989,Litter arsenic (As) content per litter dry mass,2,2,2
758,Litter ash content per litter dry mass,52,49,52
990,Litter cadmium (Cd) content per litter dry mass,2,2,2
991,Litter calcium (Ca) content per litter dry mass,2,2,2
72,Litter carbon (C) content per litter dry mass,382,294,200
1252,Litter carbon (C) isotope signature (delta 13C),27,27,1
150,Litter carbon/nitrogen (C/N) ratio,368,109,209
76,Litter cellulose content per litter dry mass,503,382,248
992,Litter chromium (Cr) content per litter dry mass,2,2,2
993,Litter copper (Cu) content per litter dry mass,2,2,2
39,Litter decomposition rate,4216,3669,977
994,Litter decomposition rate constant ,51,51,14
995,Litter iron (Fe) content per litter dry mass,2,2,2
431,Litter labile compound content per litter dry mass,102,0,71
996,Litter lead (Pb) content per litter dry mass,2,2,2
73,Litter lignin content per litter dry mass,299,153,169
997,Litter magnesium (Mg) content per litter dry mass,2,2,2
998,Litter mercury (Hg) content per litter dry mass,2,2,2
999,Litter molybdenium (Mo) content per litter dry mass,2,2,2
1000,Litter nickel (Ni) content per litter dry mass,2,2,2
70,Litter nitrogen (N) content per litter dry mass,1601,1294,801
1001,Litter nitrogen (N) isotope signature (delta 15N),27,27,1
1002,Litter phenolics content per litter dry mass,13,0,13
71,Litter phosphorus (P) content per litter dry mass,787,675,471
1003,Litter potassium (K) content per litter dry mass,2,2,2
1004,Litter sodium (Na) content per litter dry mass,2,2,2
1005,Litter sulfur (S) content per litter dry mass,2,2,2
74,Litter tannin content per litter dry mass,110,110,44
1006,Litter titanium (Ti) content per litter dry mass,2,2,2
1199,Litter twig nitrogen (N) content per twig dry mass,75,75,2
75,Litter water soluble carbon (C) content per litter dry mass,6,6,6
1007,Litter zinc (Zn) content per litter dry mass,2,2,2
768,Litterfall per ground area,9,9,9
1423,Mycorrhiza: dry mass of external ectomycorrhizal mycelium (EEM) in soil per ground area,12,12,3
1424,Mycorrhiza: fraction of mycorrhizae on roots that are of the contact exploration type,12,12,1
1425,Mycorrhiza: fraction of mycorrhizae on roots that are of the long-distance exploration type,12,12,1
1426,Mycorrhiza: fraction of mycorrhizae on roots that are of the medium-distance exploration type,12,12,1
1427,Mycorrhiza: fraction of mycorrhizae on roots that are of the short-distance exploration type,12,12,1
1428,Mycorrhiza: fraction of mycorrhizal tips that are living,24,24,4
1422,Mycorrhiza: length of arbuscular mycorrhizal (AM) hyphae per soil dry mass,31,31,1
1430,Mycorrhizal colonization AM: fraction of root length that contains arbuscular mycorrhizal structures,36,36,21
1431,Mycorrhizal colonization EM: fraction of root length colonized by ectomycorrhizal structure,4,4,1
1433,Mycorrhizal colonization: classified fractions of root length that contain mycorrhizae,86,86,7
1432,Mycorrhizal colonization: fraction of root length that contains hyphae,4,4,1
1435,Mycorrhizal colonization: fraction of root length with mycorrhizla hyphae; arbuscules; or vesicles,58,58,40
1429,Mycorrhizal colonization: fraction of root tips that contain mycorrhizal structures,278,278,119
1434,Mycorrhizal colonization: number of colonized root tips per root branch length,16,16,2
1436,Mycorrhizal fungi: concentration of arbuscular mycorrhizal spores in soil,6,6,2
2913,Other litter (twigs; bark; flowers...) aluminium (Al) content per litter dry mass,2,1,2
2884,Other litter (twigs; bark; flowers...) C/N ratio,69,69,11
2892,Other litter (twigs; bark; flowers...) calcium (Ca) content per litter dry mass,76,69,14
2883,Other litter (twigs; bark; flowers...) carbon (C) content per litter dry mass,68,67,22
2888,Other litter (twigs; bark; flowers...) cellulose content per litter dry mass,40,25,8
2881,Other litter (twigs; bark; flowers...) decomposition rate constant,150,138,41
2880,Other litter (twigs; bark; flowers...) decompsition rate,82,82,34
2878,Other litter (twigs; bark; flowers...) density,153,121,27
2910,Other litter (twigs; bark; flowers...) iron (Fe) content per litter dry mass,2,1,2
2885,Other litter (twigs; bark; flowers...) lignin content per litter dry mass,41,26,9
2886,Other litter (twigs; bark; flowers...) lignin/nitrogen (N) ratio,9,9,3
2893,Other litter (twigs; bark; flowers...) magnesium (Mg) content per litter dry mass,74,67,13
2897,Other litter (twigs; bark; flowers...) manganese (Mn) content per litter dry mass,12,5,5
2882,Other litter (twigs; bark; flowers...) nitrogen (N) content per litter dry mass,118,111,25
2896,Other litter (twigs; bark; flowers...) phenolics content per litter dry mass,1,1,1
2890,Other litter (twigs; bark; flowers...) phosphorus (P) content per litter dry mass,87,80,19
2891,Other litter (twigs; bark; flowers...) potassium (K) content per litter dry mass,90,83,19
2908,Other litter (twigs; bark; flowers...) protein content per litter dry mass,1,1,1
2879,Other litter (twigs; bark; flowers...) rot type,5,1,2
2898,Other litter (twigs; bark; flowers...) sodium (Na) content per litter dry mass,54,54,7
2901,Other litter (twigs; bark; flowers...) sulfur (S) content per litter dry mass,20,19,4
2887,Other litter (twigs; bark; flowers...) water content per litter dry mass,9,9,2
2949,Paleo trait: leaf area,612,0,50
2950,Paleo trait: leaf mass per area,612,0,50
2948,Paleo trait: leaf petiole width,612,0,50
389,Paracotyledon dry mass,89,0,89
388,Paracotyledon dry mass per plant dry mass,68,0,68
22,Photosynthesis pathway,61000,20428,17769
3128,Photosynthesis per stomatal conductance,50,0,25
1012,Photosynthesis photoperiodism: threshold value,18,0,14
1013,Photosynthesis photoperiodism: type,161,0,116
3126,Photosynthetic CO2 Drawdown,1697,1584,474
1014,Plant above ground hydraulic conductance,16,0,15
5,Plant bifurcation ratio,36,36,36
435,Plant carbon (C) allocation to root; stem; leaves,440,5,96
1481,Plant carbon (C) allocation: Aboveground/belowground net primary production (NPP) ratio,142,140,51
3027,Plant carbon (C) content per plant dry mass,122,117,14
1021,Plant carbon/nitrogen (C/N) ratio,229,229,16
221,Plant chromosome base number,4298,0,3098
224,Plant chromosome cDNA content,2014,0,809
223,Plant chromosome number,8255,0,3392
222,Plant chromosome ploidy,8788,0,3481
1022,Plant chromosoms genome size,82,0,1
341,Plant clonal growth form,9045,49,2872
1023,Plant containing salt glands,411,0,404
1024,Plant dead organ retainment: leaves; branches; flowers,386,0,286
346,Plant defence mechanisms: chemical,3182,0,2503
345,Plant defence mechanisms: physical,4797,0,1644
1025,Plant diameter of leaf rosette,3,0,1
1026,Plant dry mass height distribution,1844,96,121
700,Plant dry mass per plant,2248,132,209
119,Plant dry mass per plant fresh mass,17,0,17
117,Plant dry mass per plant volume,17,0,17
1255,Plant emergences (pubescence; hairs; spines; thorns),2831,2650,1240
526,Plant empirical form factor to calculate stem sapwood carbon (C) content,16,16,12
1027,Plant exposure,148,0,113
916,Plant fragmentation,52,0,52
197,Plant functional type (PFT),68949,66235,8407
3097,Plant gametophytic chromosome number,3843,0,1254
42,Plant growth form,605279,247509,99217
587,Plant growth rate,12213,9252,5476
1028,Plant harvest index: diametral quotient,25,25,1
3107,Plant height generative,26973,5839,3300
1015,Plant height growth relative to diameter growth,30,0,29
364,Plant height of lowest branch,2158,2158,39
567,Plant height of lowest branch versus total plant height (furcation index),199,199,107
3010,Plant height to plant dry mass ratio,900,900,68
3106,Plant height vegetative,199174,118314,24134
1016,Plant height versus plant width relationship,2399,0,1743
3119,Plant height: %trees > 6m,36,36,36
3118,Plant height: Coefficient of variation of plant height,90,90,90
3039,Plant height: erectness ratio of not elongatred to elongated height,258,0,57
2993,Plant horizontal length of a bent / trailing organism,17,17,2
604,Plant human usage types,45869,0,5652
752,Plant hydraulic conductance,43,8,26
343,Plant life form (Raunkiaer life form),87785,61835,12708
59,Plant lifespan (longevity),54746,13352,18215
788,Plant light requirement,1923,11,1399
347,Plant mating system,6124,0,3685
599,Plant moisture use type,2037,0,2020
1029,Plant mono/poly carpic,885,0,667
814,Plant morphological adaptations: root metamorphoses,4410,3729,1532
813,Plant morphological adaptations: seed or dispersal unit metamorphoses,12717,0,3032
817,Plant morphological adaptations: shoot metamorphoses,7735,160,3687
816,Plant morphological adaptations: storage metamorphoses,9410,376,3594
770,Plant mortality rate,1715,1704,293
1030,Plant mycorrhizal infection intensity,6975,5719,2540
7,Plant mycorrhizal type,34859,27522,5731
668,Plant nitrogen (N) content per plant dry mass,142,117,24
3070,Plant nitrogen (N) uptake efficiency (plant nitrogen acquired per nitrogen available),20,20,4
8,Plant nitrogen(N) fixation capacity,36990,19400,11816
511,Plant number of branches per tree,4174,4130,12
1031,Plant number of inflorescences per plant,155,155,5
1032,Plant number of leaves per plant (emergent; mature; senescent),4466,4138,20
361,Plant number of offspring shoots per parent shoot per year,8717,0,2837
1033,Plant number of reproductive organs per plant,52,0,52
1034,Plant number of shoots per plant ,410,0,1
3012,Plant number of stems per plant,744,744,51
201,Plant nutrition mode (heterotrophy),12797,0,6445
155,Plant ontogeny: age of maturity (first flowering),12054,0,4284
1035,Plant ontogeny: time to emergence,82,0,1
1036,Plant ontogeny: time to first leaf,82,0,1
679,Plant palatability,9858,379,2494
3028,Plant phosphorus (P) content per plant dry mass,122,117,14
609,Plant propagation type,21274,0,3133
1100,Plant recruitment efficiency,1033,970,324
621,Plant relationship of stem mass; height and diameter,35,35,8
77,Plant relative growth rate (RGR),4368,543,877
335,Plant reproductive phenology timing,50322,3382,8204
602,Plant requirement: precipitation,4235,0,2100
600,Plant requirement: soil pH,4221,0,2092
593,Plant requirement: soil texture,6555,0,2166
761,Plant requirement: soil type,13,0,13
439,Plant respiration rate per plant nitrogen (N) content ,24,24,1
819,Plant resprouting capacity,18198,597,15880
681,Plant secondary compounds,271,267,271
140,Plant shoot branching,13492,124,3646
3059,Plant supportive structure (stem; twig; leaf petiole; leaf sheeth) dry mass per plant,729,729,27
776,Plant surface area per plant dry mass of all green parts,320,0,66
595,Plant tolerance to CaCO3,2360,253,2180
30,Plant tolerance to drought,5195,281,3324
318,Plant tolerance to fire,23674,418,5994
31,Plant tolerance to frost,33989,0,28122
228,Plant tolerance to grazing,927,0,778
1038,Plant tolerance to heavy metals,241,0,130
598,Plant tolerance to hedges,2055,0,2039
199,Plant tolerance to human impact,12070,0,2809
227,Plant tolerance to mowing,667,0,665
1039,Plant tolerance to nitrogen inputs,30,0,29
601,Plant tolerance to planting density,3336,0,1656
1254,Plant tolerance to salt,4035,275,2833
603,Plant tolerance to shade,13001,265,4027
1040,Plant tolerance to soil aluminium concentration,60,0,15
1041,Plant tolerance to temperature,66,0,40
229,Plant tolerance to trampling,667,0,665
61,Plant tolerance to waterlogging,3735,0,2564
35,Plant tolerance to windthrow,28,0,16
1017,Plant tree allometry model parameters,270,260,60
1251,Plant vegetative phenology (leaf phenology),4761,446,2592
344,Plant vegetative regeneration capacity,7228,355,4066
1008,Plant vegetative regeneration species offspring size relative to parent,8730,0,2845
356,Plant vegetative reproduction: clonal growth organ,535,66,333
329,Plant vegetative reproduction: clonality of ramets,2545,226,1822
149,Plant vegetative reproduction: distance between ramets,805,770,591
334,Plant vegetative reproduction: lateral spread,10493,1578,2905
328,Plant vegetative reproduction: number of ramets,253,93,93
1206,Plant vegetative reproduction: pattern forming,1538,0,1120
358,Plant vegetative reproduction: persistence of connection between clonal growth organs,8716,0,2844
357,Plant vegetative reproduction: role of clonal growth organ in plant growth,8766,0,2838
613,Plant vegetative reproduction: spread rate,2034,0,2016
1207,Plant vegetative�reproduction: spread�distance�,94,94,94
320,Plant vital attributes of persistence and establishment,4549,0,2439
2952,Plant water loss on drying,33,33,33
3025,Plant wet biomass,376,0,2
38,Plant woodiness,139350,58686,51006
1042,Pollen diameter,738,0,458
1043,Pollen heteromorphy,28,0,17
1044,Pollen viability,114,0,69
29,Pollination syndrome,32781,1244,15454
1047,Rhizome (presence / absence),52,0,52
1048,Rhizome dry mass per plant dry mass (rhizome weight fraction),173,173,12
247,Root alcohol dehydrogenase (ADH) activity,144,0,6
1049,Root aluminium (Al) content per root dry mass,8,7,5
1415,Root annual loss of N through root mortality as a fraction of annual nitrogen uptake,5,5,4
1416,Root annual loss of N through root mortality as a fraction of plant N storage,5,5,4
1050,Root antimony (Sb) content per root dry mass,1,1,1
1051,Root arsenic (As) content per root dry mass,1,1,1
1321,Root ash carbon (C) content per root carbon (C) content,2,1,1
1324,Root ash content per root dry mass,2,1,1
1053,Root cadmium (Cd) content per root dry mass,1,1,1
1054,Root calcium (Ca) content per root dry mass,49,48,27
1498,Root carbon (C) content per ground area,37,37,4
84,Root carbon (C) content per root dry mass,1455,411,419
90,Root carbon (C) isotope signature (delta 13C),318,25,99
1055,Root carbon/nitrogen (C/N) ratio,913,282,280
1310,Root cellulose carbon (C) per root carbon (C) content,2,1,1
91,Root cellulose content per root dry mass,379,85,119
1056,Root chromium (Cr) content per root dry mass,1,1,1
1074,Root copper (Cu) content per root dry mass,1,1,1
379,Root cross-sectional xylem area ,12,0,12
1519,Root debris decomposition rate constant ,18,18,12
1367,Root decomposition: fraction of root dry mass not decomposed to original root dry mass,330,330,1
83,Root diameter,1388,110,289
1486,Root dry mass fraction in respective root diameter class,4,4,2
1487,Root dry mass fraction in respective root order,1,1,1
798,Root dry mass per ground area,1278,1101,115
363,Root dry mass per plant,7180,3070,396
785,Root dry mass per root fresh mass (root dry matter content; RDMC),209,26,57
116,Root dry mass per root volume (root density; root tissue density),17,0,17
3029,Root dry mass per soil layer,1148,0,59
1482,Root dry mass to leaf dry mass ratio,88,88,36
1417,Root dry mass turnover,2,2,1
1418,Root dry mass turnover rate,166,166,36
3033,Root evenness of dry mass vertical distribution,284,0,59
3035,Root evenness of length vertical distribution,284,0,59
3034,Root evenness of surface area vertical distribution,284,0,59
245,Root exudation rate,363,0,9
1454,Root exudation: carbon (C) exudation as fraction of root carbon (C) growth,4,4,1
1455,Root exudation: carbon (C) exudation as fraction of root dry mass,4,4,1
1411,Root growth rate: fine root dry mass production per day per coarse root length,12,12,6
1410,Root growth rate: fine root length production per day per coarse root length,12,12,6
1407,Root growth: amplitude of monthly net root production,23,23,1
1408,Root growth: probability that monthly net root production is greater than 0,92,92,1
1390,Root growth: root C production per ground area and time,25,25,2
1393,Root growth: root dry mass production per ground area per duration of exposition,16,16,1
1391,Root growth: root dry mass production per ground area per year,238,238,29
1400,Root growth: root length production per ground area per exposition period,16,16,1
1401,Root growth: root length production per ground area per year,17,17,1
1414,Root growth: root surface area produced per ground area per exposition period,16,16,1
1413,Root growth: root surface area produced per ground area per year,12,12,1
1075,Root hair length,130,102,47
1076,Root hair presence,287,0,144
1311,Root hemicellulose carbon (C) per root carbon (C) content,2,1,1
1312,Root hemicellulose content per root dry mass,2,1,1
93,Root hemicellulose content per root dry mass,335,33,129
1476,Root hydraulic conductivity,140,140,1
1077,Root iron (Fe) content per root dry mass,4,3,3
1078,Root lead (Pb) content per root dry mass,1,1,1
1079,Root length,597,220,121
1507,Root length density (RLD): root length per ground area,205,205,11
1506,Root length fraction belonging to species,18,18,6
1489,Root length fraction in respective root diameter class,12,12,6
1080,Root length per root dry mass (specific root length; SRL),1746,265,325
3030,Root length per soil layer,1148,0,59
1508,Root length per soil volume,4,4,1
1504,Root length ratio (RLR): root length per plant dry mass,44,44,11
1375,Root lifespan: fraction of root tips that survive after one year,23,23,6
1331,Root lignin carbon (C) content per root carbon (C) content,2,1,1
88,Root lignin content per root dry mass,409,115,139
1332,Root lipid carbon (C) content per root carbon (C) content,1,0,1
1345,Root lipid content per root dry mass,4,3,4
1081,Root magnesium (Mg) content per root dry mass,22,21,15
1269,Root manganese (Mn) content per root dry mass,2,2,1
470,Root mass fraction (fraction of root dry mass per whole plant dry mass),2945,2779,306
1082,Root mercury (Hg) content per root dry mass,1,1,1
1438,Root microbial relations: nodule dry mass on dead roots per ground area,2,2,1
1437,Root microbial relations: nodule dry mass on living roots per ground area,3,3,1
1446,Root microbial relations: ratio of fungal rRNA gene copy number to bacterial rRNA gene copy number,8,8,2
1445,Root microbial relations: ratio of root fungal carbon (C) to root bacterial carbon,16,16,16
1444,Root microbial relations: root bacterial biomass carbon (C) content per root dry mass,16,16,16
1443,Root microbial relations: root fungal biomass carbon (C) content per root dry mass,16,16,16
1439,Root microbial relations: root glucosamine content per root dry mass,19,19,19
1441,Root microbial relations: root microbial biomass carbon (C) content per root dry mass,18,18,18
1442,Root microbial relations: root microbial biomass nitrogen (N) content per root dry mass,15,15,15
1083,Root molybdenum (Mo) content per root dry mass,1,1,1
815,Root morphological adaptations: aerenchym,725,9,568
1379,Root mortality: root dry mass mortality per ground area and time,2,2,2
1440,Root muramic acid content per root dry mass,19,19,19
1501,Root necromass (dead dry mass) per ground area for specified soil depth increment,157,156,4
1513,Root necromass to biomass ratio,41,40,3
1084,Root nickel (Ni) content per root dry mass,1,1,1
669,Root nitrogen (N) content per plant nitrogen (N) content,20,0,10
80,Root nitrogen (N) content per root dry mass,3006,989,785
513,Root nitrogen (N) content per root dry mass versus leaf nitrogen (N) content per leaf dry mass,3,3,2
81,Root nitrogen (N) isotope signature (delta 15N),466,173,115
1502,Root nitrogen (N) per ground area,249,249,9
1518,Root nitrogen (N) remaining,76,76,8
1466,Root nitrogen (N) uptake per ground area per year,133,133,7
1472,Root nitrogen (N) uptake preference: ammonium (NH4+); nitrate (NO3-); organic nitrogen (N),26,26,15
462,Root nitrogen (N) uptake rate,269,20,70
463,Root nitrogen (N) uptake rate per NPP,2,2,1
687,Root nitrogen/phosphorus (N/P) ratio,161,0,157
1365,Root non-structural carbohydrate carbon � per root carbon � content,1,0,1
1361,Root non-structural carbon (C) content per root carbon (C) content,2,1,1
1516,Root number of links per branch,4,4,1
1316,Root organic nitrogen (N) content per root dry mass,20,20,5
1085,Root persistence (lifespan; longevity),106,0,60
1271,Root phenolics content per root dry mass,81,81,16
683,Root phosphorus (P) content per root dry mass,529,358,214
390,Root phosphorus (P) uptake rate per root dry mass,23,0,23
1341,Root polyphenol content per root dry mass,3,3,3
246,Root porosity (volume of root air space),561,250,112
1093,Root position along clonal growth organ,8610,0,2827
1086,Root potassium (K) content per root dry mass,48,46,29
568,Root radial oxygen loss,430,0,5
1356,Root ratio of lignin to nitrogen (N),27,27,21
1357,Root ratio of organic nitrogen (N) to total N,20,20,5
1358,Root ratio of polyphenol to nitrogen (N),3,3,3
514,Root respiration rate per root dry mass,2435,126,98
515,Root respiration rate per root nitrogen (N) content,48,48,2
517,Root respiration rate per root surface area,2,2,1
516,Root respiration temperature dependence,48,48,1
6,Root rooting depth,5744,2590,3075
3014,Root silica (SiO2) content per root dry mass,11,11,11
1270,Root silicon (Si) content per root dry mass,17,17,12
1087,Root sodium (Na) content per root dry mass,5,5,3
86,Root soluble components content per root dry mass,293,0,99
1495,Root species abundance: fraction of total root dry mass composed of respective species,18,18,6
1343,Root structural carbon (C) content per root carbon (C) content,2,1,1
662,Root sugar content per root dry mass,48,0,16
1088,Root sulfur (S) content per root dry mass,12,12,6
1491,Root surface area fraction in respective root order,1,1,1
3032,Root surface area per plant,287,0,59
1089,Root surface area per root dry mass (specific root area),451,47,75
3031,Root surface area per soil layer,1148,0,59
3015,Root tannin content per root dry mass,81,81,16
2099,Root tips per absorptive fine root dry mass (specific absorptive fine root tip abundance; SRTA),34,34,34
1843,Root tips per fine root dry mass (specific fine root tip abundance; SRTA),74,74,11
1306,Root tips per ground area,51,51,7
1307,Root tips per plant,7,7,6
1308,Root tips per soil volume,26,26,7
82,Root tissue density (root dry mass per root volume),1351,1,273
1090,Root titanium (Ti) content per root dry mass,1,1,1
675,Root total non-structural carbon (TNC) content per root dry mass,35,14,13
65,Root type; root architecture,7649,572,3025
371,Root vessel diameter,13,0,13
1091,Root volume per root dry mass ,117,0,24
1479,Root water uptake rate per root length,52,52,2
1480,Root water uptake rate per soil volume per hour,149,149,1
1477,Root water uptake rate relative to control,172,172,3
1092,Root zinc (Zn) content per root dry mass,1,1,1
9,Root/shoot ratio,3796,679,454
1094,Sapwood biomass per ground area,82,0,10
1095,Sapwood cross-sectional area ,537,525,26
3021,Sapwood crossectional fraction of axial parenchyma area,780,0,759
3019,Sapwood crossectional fraction of fibre area,780,0,759
3018,Sapwood crossectional fraction of Vessel (conduit) area,780,0,759
3020,Sapwood crossectional fraction of wod ray area,780,0,759
3016,Sapwood delta13C signature,59,59,1
1096,Sapwood specific conductivity (stem specific conductivity),1777,1718,1030
1097,Sapwood water content,2285,2285,496
1098,Sapwood water storage capacity ,34,34,29
33,Seed (seedbank) longevity,50959,375,2500
1099,Seed area,316,0,71
3041,Seed curvature,288,0,58
26,Seed dry mass,203218,15037,26806
1101,Seed germinability group,30,0,30
112,Seed germination lag time,63,0,63
95,Seed germination rate (germination efficiency),64710,0,15822
3123,Seed germination rate per day (maximum),63,0,63
596,Seed germination requirement,6343,202,3573
34,Seed germination stimulation,965,2,670
353,Seed germination temperature,1740,0,601
1102,Seed germination type,547,0,405
234,Seed heteromorphy,3530,0,1159
27,Seed length,11639,270,2438
1268,Seed lift-off velocity,47,47,46
2946,Seed mass per inflorescence,143,143,1
132,Seed mass per plant,966,0,9
350,Seed morphology type,7695,0,2774
678,Seed mucilaginous,296,296,296
351,Seed number per dispersal unit,2860,48,2618
1103,Seed number per flower,1254,0,564
1104,Seed number per inflorescence (total; fertile; infertile),2665,429,719
131,Seed number per plant,9578,83,1466
336,Seed number per ramet,2837,0,591
138,Seed number per reproducton unit,14818,42,1721
1105,Seed number per square meter,1090,0,574
1106,Seed number per stem,2658,0,295
2810,Seed number per unknown unit,8,0,7
96,Seed oil content per seed mass,14720,0,2946
2944,Seed or diaspore carbon (C) content per dry mass,144,144,13
2945,Seed or diaspore nitrogen (N) content per dry mass,144,144,14
3000,Seed or diaspore phosphorus (P) content per dry mass,148,148,13
1110,Seed or fruit biomass per ground area,47,0,17
